,runtype,run,nranks,epcnt,epoch1_wr_min,epoch1_wr_max,load_std,wr_dropped,epoch1_tmin,epoch1_tmax,max_fin_dura,total_io_time,epoch2_wr_min,epoch2_wr_max,epoch3_wr_min,epoch3_wr_max,epoch4_wr_min,epoch4_wr_max,epoch5_wr_min,epoch5_wr_max,epoch6_wr_min,epoch6_wr_max,epoch2_tmin,epoch2_tmax,epoch3_tmin,epoch3_tmax,epoch4_tmin,epoch4_tmax,epoch5_tmin,epoch5_tmax,epoch6_tmin,epoch6_tmax,epoch7_wr_min,epoch7_wr_max,epoch8_wr_min,epoch8_wr_max,epoch9_wr_min,epoch9_wr_max,epoch10_wr_min,epoch10_wr_max,epoch11_wr_min,epoch11_wr_max,epoch7_tmin,epoch7_tmax,epoch8_tmin,epoch8_tmax,epoch9_tmin,epoch9_tmax,epoch10_tmin,epoch10_tmax,epoch11_tmin,epoch11_tmax,epoch12_tmin,epoch12_tmax
71,network-suite,20,128,6,6500000,6600000,0,0,32542.0,36025.0,46.608999999999995,213274.305,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,33017.0,35028.0,33107.0,35842.0,32702.0,35506.0,32552.999999999996,34832.0,33379.0,35995.0,,,,,,,,,,,,,,,,,,,,,,
72,network-suite,14,1024,1,3300000,3300000,0,0,12959.0,16376.999999999998,78.033,16454.647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,network-suite,19,64,12,6500000,6600000,0,0,,,23.967,615785.7749999999,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,49860.0,52315.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,49416.0,52713.0,48808.0,50889.0,49614.0,51115.0,49108.0,51395.0,48586.0,51103.0,50011.0,51120.0
74,network-suite,18,64,12,6500000,6600000,0,0,,,84.775,607243.9839999999,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,48432.0,51796.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,47632.0,51072.0,49544.0,51972.0,48235.0,50540.0,47948.0,49360.0,48664.0,50912.0,48821.0,51877.0
75,network-suite,18,32,12,6500000,6600000,0,0,,,11.988,922493.998,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,76940.0,77769.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,77162.0,77539.0,73929.0,74416.0,75832.0,76291.0,75290.0,75574.0,77697.0,77912.0,76816.0,77296.0
76,network-suite,16,1024,1,3300000,3300000,0,0,12776.0,16471.0,101.98100000000001,16573.422000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,network-suite,20,1024,1,3300000,3300000,0,0,12526.0,17681.0,140.879,17822.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,network-suite,17,1024,1,3300000,3300000,0,0,12384.0,19859.0,176.709,20035.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,network-suite,18,512,1,6500000,6600000,0,0,24853.0,27267.0,92.95100000000001,27360.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,network-suite,12,128,6,6500000,6600000,0,0,33725.0,37653.0,37.940000000000005,218985.775,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,33377.0,37292.0,32677.0,35709.0,33719.0,35132.0,33029.0,37378.0,33937.0,35784.0,,,,,,,,,,,,,,,,,,,,,,
81,network-suite,19,1024,1,3300000,3300000,0,0,15091.0,25909.0,160.77,26070.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,network-suite,13,1024,1,3300000,3300000,0,0,12405.0,14637.0,108.7,14745.722000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,network-suite,13,512,1,6500000,6600000,0,0,24430.0,28504.0,137.186,28640.810999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,network-suite,14,512,1,6500000,6600000,0,0,23769.0,27647.0,87.58,27734.976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,network-suite,20,256,3,6500000,6600000,0,0,23634.0,25603.0,99.194,78928.851,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,23799.0,26488.0,24063.0,26738.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,network-suite,16,256,3,6500000,6600000,0,0,24008.0,25965.0,182.262,80843.575,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,24310.0,26388.0,23176.0,28308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,network-suite,18,128,6,6500000,6600000,0,0,31699.0,36222.0,89.472,216294.975,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,33652.0,35860.0,34044.0,35396.0,34275.0,35668.0,33815.0,36044.0,32967.0,37016.0,,,,,,,,,,,,,,,,,,,,,,
88,network-suite,17,64,12,6500000,6600000,0,0,,,62.428,610167.3200000001,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,48040.0,49700.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,50856.0,51476.0,47889.0,49620.0,48953.0,49677.0,48659.0,52372.0,48536.0,50840.0,48119.0,49984.0
89,network-suite,20,32,12,6500000,6600000,0,0,,,10.175,931990.865,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,75678.0,76773.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,80452.0,81153.0,76408.0,77236.0,79139.0,79832.0,76420.0,77358.0,74960.0,75650.0,78339.0,78769.0
90,network-suite,15,1024,1,3300000,3300000,0,0,12645.0,19260.0,138.671,19398.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,network-suite,16,512,1,6500000,6600000,0,0,24188.0,27152.0,159.702,27311.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,network-suite,17,256,3,6500000,6600000,0,0,24051.0,26127.0,124.988,79552.65699999999,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,23364.0,25613.0,24402.0,27687.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,network-suite,19,128,6,6500000,6600000,0,0,32586.0,35168.0,57.711999999999996,212860.591,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,33812.0,36092.0,32075.000000000004,35024.0,32840.0,34515.0,33636.0,35257.0,34301.0,36746.0,,,,,,,,,,,,,,,,,,,,,,
94,network-suite,18,256,3,6500000,6600000,0,0,23205.0,25227.0,183.557,83639.62,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,23543.0,27420.0,23174.0,30809.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,network-suite,16,64,12,6500000,6600000,0,0,,,45.631,613336.206,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,48639.0,50208.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,48947.0,50558.0,47247.0,50889.0,47930.0,51170.0,49747.0,50521.0,49156.0,51060.0,49669.0,52070.0
96,network-suite,11,128,6,6500000,6600000,0,0,33135.0,35363.0,46.461000000000006,214607.897,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,33082.0,34885.0,33099.0,35425.0,33294.0,35624.0,33554.0,36581.0,34001.0,36683.0,,,,,,,,,,,,,,,,,,,,,,
97,network-suite,17,512,1,6500000,6600000,0,0,24707.0,27212.0,89.61800000000001,27301.554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,network-suite,19,512,1,6500000,6600000,0,0,24415.0,26965.0,106.247,27071.674000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,network-suite,11,1024,1,3300000,3300000,0,0,12257.0,18189.0,186.583,18375.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,dfs-reg-suite,18,1024,1,3300000,3300000,0,0,21956.0,53271.0,22346.461000000003,75617.65699999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,dfs-reg-suite,13,128,6,6500000,6600000,0,0,35609.0,37800.0,31548.519,268107.71499999997,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,36447.0,38772.0,39779.0,42383.0,36016.0,41352.0,34878.0,38215.0,35695.0,38037.0,,,,,,,,,,,,,,,,,,,,,,
102,dfs-reg-suite,20,64,12,6500000,6600000,0,0,,,703.74,638778.475,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,50823.0,52475.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,50806.0,53441.0,49978.0,53647.0,51992.0,52964.0,50833.0,53224.0,52120.0,54064.0,49343.0,53240.0
103,dfs-reg-suite,12,256,3,6500000,6600000,0,0,27140.0,28895.0,36516.368,127106.083,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,26913.0,28509.0,30710.0,33186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,dfs-reg-suite,15,128,6,6500000,6600000,0,0,35639.0,38320.0,762.644,233065.205,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,35775.0,38481.0,35805.0,38055.0,35751.0,37897.0,35849.0,37813.0,35749.0,41736.0,,,,,,,,,,,,,,,,,,,,,,
105,dfs-reg-suite,12,1024,1,3300000,3300000,0,0,20888.0,50971.0,48325.409999999996,99296.835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,dfs-reg-suite,14,256,3,6500000,6600000,0,0,26429.0,28487.0,50793.028999999995,151646.12099999998,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,26745.0,28886.0,36425.0,43480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,dfs-reg-suite,19,256,3,6500000,6600000,0,0,26569.0,29415.0,54945.411,145418.47999999998,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,26196.0,28654.0,28559.0,32404.000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,dfs-reg-suite,13,256,3,6500000,6600000,0,0,27555.0,29651.0,29070.471999999998,126122.226,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,26775.0,28487.0,34257.0,38914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,dfs-reg-suite,14,128,6,6500000,6600000,0,0,35309.0,39248.0,14140.473,256668.602,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,36030.0,38656.0,35297.0,38505.0,36483.0,38288.0,35468.0,41462.0,41302.0,46369.0,,,,,,,,,,,,,,,,,,,,,,
110,dfs-reg-suite,11,512,1,6500000,6600000,0,0,48345.0,100956.0,1907.747,102863.666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,dfs-reg-suite,17,128,6,6500000,6600000,0,0,36664.0,38999.0,2543.168,239967.77599999998,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,35927.0,39310.0,36372.0,38820.0,36001.0,39848.0,35287.0,38240.0,37503.0,42208.0,,,,,,,,,,,,,,,,,,,,,,
112,dfs-reg-suite,12,512,1,6500000,6600000,0,0,38976.0,59872.0,15154.644,75026.64199999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,dfs-reg-suite,16,128,6,6500000,6600000,0,0,35263.0,37488.0,5063.077,242917.652,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,35781.0,38112.0,36767.0,38619.0,37686.0,41198.0,39683.0,41539.0,38359.0,40899.0,,,,,,,,,,,,,,,,,,,,,,
114,dfs-reg-suite,19,32,12,6500000,6600000,0,0,,,297.421,951194.62,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,78651.0,79568.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,77854.0,78914.0,79945.0,80512.0,77312.0,77716.0,79269.0,79604.0,77568.0,78330.0,77243.0,78029.0
115,dfs-reg-suite,16,32,12,6500000,6600000,0,0,,,284.357,944005.7980000001,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,76401.0,76936.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,78021.0,78304.0,77609.0,78522.0,78860.0,79831.0,77864.0,78133.0,78259.0,78455.0,78578.0,78893.0
116,dfs-reg-suite,20,512,1,6500000,6600000,0,0,29810.0,43734.0,26474.365999999998,70207.882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,dfs-reg-suite,15,256,3,6500000,6600000,0,0,28604.0,31412.0,40431.831000000006,131460.973,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,26403.0,28627.0,28374.0,30990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,dfs-reg-suite,17,32,12,6500000,6600000,0,0,,,296.537,973022.894,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,82660.0,83486.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,79490.0,80376.0,81208.0,81570.0,82648.0,82768.0,81273.0,81466.0,80016.0,80203.0,80220.0,80384.0
119,dfs-reg-suite,15,512,1,6500000,6600000,0,0,33845.0,85956.0,11145.827000000001,97101.785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,dfs-reg-suite,11,256,3,6500000,6600000,0,0,27246.0,29043.0,42242.893000000004,141642.546,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,26068.0,29348.0,35203.0,41009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,dfs-reg-suite,20,128,6,6500000,6600000,0,0,36367.0,37836.0,1839.083,236691.742,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,36280.0,38874.0,36741.0,37701.0,35051.0,38332.0,34795.0,38490.0,41625.0,43620.0,,,,,,,,,,,,,,,,,,,,,,
122,dfs-reg-suite,14,1024,1,3300000,3300000,0,0,26376.0,45605.0,48989.756,94594.914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,dfs-reg-suite,19,64,12,6500000,6600000,0,0,,,558.827,636279.0619999999,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,50240.0,52598.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,50911.0,51568.0,50329.0,52680.0,51448.0,53272.0,51382.0,52926.0,50423.0,52330.0,50644.0,52880.0
124,dfs-reg-suite,18,64,12,6500000,6600000,0,0,,,508.984,634038.485,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,51355.0,53675.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,50280.0,52684.0,49831.0,51772.0,51452.0,51878.0,52082.0,53784.0,50990.0,52176.0,51538.0,53275.0
125,dfs-reg-suite,18,32,12,6500000,6600000,0,0,,,255.43300000000002,979589.715,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,80685.0,80986.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,81148.0,81920.0,81631.0,82497.0,82764.0,82987.0,81416.0,82347.0,79280.0,79659.0,79598.0,80057.0
126,dfs-reg-suite,16,1024,1,3300000,3300000,0,0,24558.0,48633.0,8298.837000000001,56931.796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,dfs-reg-suite,20,1024,1,3300000,3300000,0,0,28556.0,58103.0,35475.312000000005,93578.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,dfs-reg-suite,17,1024,1,3300000,3300000,0,0,35391.0,68271.0,7210.281,75481.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,dfs-reg-suite,18,512,1,6500000,6600000,0,0,33100.0,44642.0,25925.137,70566.989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,dfs-reg-suite,12,128,6,6500000,6600000,0,0,35152.0,38193.0,2307.192,233019.65000000002,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,36327.0,38738.0,35751.0,38107.0,36602.0,38768.0,34059.0,38140.0,36675.0,38767.0,,,,,,,,,,,,,,,,,,,,,,
131,dfs-reg-suite,19,1024,1,3300000,3300000,0,0,26253.0,49045.0,17283.12,66327.65299999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,dfs-reg-suite,13,1024,1,3300000,3300000,0,0,25266.0,55889.0,19946.739,75835.639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,dfs-reg-suite,13,512,1,6500000,6600000,0,0,30093.0,41417.0,19749.182,61166.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,dfs-reg-suite,14,512,1,6500000,6600000,0,0,27762.0,42192.0,9281.245,51473.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,dfs-reg-suite,20,256,3,6500000,6600000,0,0,27542.0,30081.0,46340.023,136206.845,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,27008.0,29366.0,28048.0,30420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,dfs-reg-suite,16,256,3,6500000,6600000,0,0,27536.0,29928.0,38181.046,139561.736,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,25681.0,29706.0,33451.0,41746.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,dfs-reg-suite,18,128,6,6500000,6600000,0,0,36728.0,38442.0,1244.666,230810.323,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,35125.0,36759.0,36407.0,37966.0,36179.0,38581.0,34822.0,39140.0,36006.0,38678.0,,,,,,,,,,,,,,,,,,,,,,
138,dfs-reg-suite,17,64,12,6500000,6600000,0,0,,,459.563,641131.849,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,51467.0,52544.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,50612.0,54348.0,51017.0,53456.0,50814.0,54000.0,51028.0,53350.0,49605.0,53556.0,52690.0,53631.0
139,dfs-reg-suite,20,32,12,6500000,6600000,0,0,,,364.68600000000004,956300.629,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,79211.0,79664.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,78321.0,79284.0,81135.0,82027.0,78454.0,78880.0,78195.0,79266.0,80721.0,81663.0,77619.0,78302.0
140,dfs-reg-suite,15,1024,1,3300000,3300000,0,0,27315.0,56074.0,18872.338,74945.85800000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,dfs-reg-suite,16,512,1,6500000,6600000,0,0,29133.0,52159.0,25759.371000000003,77918.82800000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,dfs-reg-suite,17,256,3,6500000,6600000,0,0,26664.0,28812.0,39478.411,138484.967,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,26971.0,28497.0,36835.0,41698.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,dfs-reg-suite,19,128,6,6500000,6600000,0,0,36480.0,37510.0,1984.237,239586.08899999998,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,36361.0,38844.0,36267.0,38625.0,37510.0,40753.0,35154.0,38593.0,41110.0,43276.0,,,,,,,,,,,,,,,,,,,,,,
144,dfs-reg-suite,18,256,3,6500000,6600000,0,0,27076.0,29116.0,58739.06800000001,149267.956,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,26646.0,31740.0,27519.0,29673.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,dfs-reg-suite,16,64,12,6500000,6600000,0,0,,,467.868,631719.226,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,,,50566.0,52664.0,6500000.0,6600000.0,6500000.0,6600000.0,,,,,,,50477.0,51929.0,51005.0,52055.0,51092.0,53120.0,49891.0,52428.0,51084.0,54157.0,49412.0,53286.0
146,dfs-reg-suite,11,128,6,6500000,6600000,0,0,35635.0,37794.0,2509.1580000000004,234447.441,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,6500000.0,6600000.0,35985.0,37117.0,35284.0,38636.0,35615.0,38009.0,36741.0,39331.0,38549.0,41052.0,,,,,,,,,,,,,,,,,,,,,,
147,dfs-reg-suite,17,512,1,6500000,6600000,0,0,36788.0,50091.0,16145.936,66237.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,dfs-reg-suite,19,512,1,6500000,6600000,0,0,31613.0,57015.0,25922.09,82937.336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,dfs-reg-suite,11,1024,1,3300000,3300000,0,0,26155.0,55242.0,24279.658000000003,79521.957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
